date,narration,amount,type
2026-03-24,Cheque deposit 5015,43406.59,credit
2024-08-09,ATM withdrawal 8560,8186.77,debit
2025-04-06,Office supplies,1424.09,debit
2025-10-04,Team lunch 4607,3475.48,debit
2026-03-09,ATM withdrawal 4873,6351.01,debit
2025-03-09,Medical reimbursement,1149.25,debit
2026-01-03,Zoom subscription,1848.07,debit
2024-07-02,Netflix subscription,607.07,debit
2025-10-03,Ola cab 3588,85.21,debit
2026-02-10,Refund credit 7763,4969.84,credit
2025-10-10,Swiggy order #6333,717.73,debit
2026-01-09,Swiggy order #3927,321.2,debit
2025-02-17,Office supplies,1082.17,debit
2024-08-19,Slack subscription,1433.82,debit
2025-02-21,Slack subscription,1544.62,debit
2025-04-23,Airtel broadband,544.15,debit
2024-01-03,Interest credit,672.57,credit
2025-12-05,AWS invoice 5417,12913.08,debit
2024-12-17,GitHub subscription,520.3,debit
2025-01-24,Ola cab 6320,279.88,debit
2025-08-13,Netflix subscription,664.38,debit
2024-01-28,Zepto groceries,536.8,debit
2025-05-27,Jio recharge,244.46,debit
2025-04-09,Team lunch 6298,6616.15,debit
2024-11-17,Freelance payment 5201,11029.41,credit
2025-01-16,Figma subscription,1205.44,debit
2025-01-15,AWS invoice 8844,2641.02,debit
2026-04-23,Cheque deposit 8308,33983.64,credit
2025-04-19,Jio recharge,549.68,debit
2026-02-14,Medical reimbursement,4605.44,debit
2026-01-29,BigBasket order,2357.33,debit
2026-02-23,Myntra order #2372,2790.85,debit
2025-01-31,Jio recharge,545.92,debit
2024-08-28,Freelance payment 1155,43963.6,credit
2024-06-19,Razorpay settlement 4131,21990.05,credit
2026-03-04,Google Workspace,761.77,debit
2024-03-18,Team lunch 9220,7408.86,debit
2025-05-18,Flight booking 2392,4787.92,debit
2026-03-22,Airtel broadband,1038.91,debit
2024-02-15,Team lunch 9004,7012.35,debit
2025-02-09,IMPS payment 8914,4383.23,debit
2025-01-28,UPI transfer #3986,45367.51,debit
2024-05-25,Figma subscription,1795.87,debit
2025-05-07,Swiggy order #7960,271.79,debit
2025-09-25,Spotify premium,136.07,debit
2024-02-24,Myntra order #6356,1745.34,debit
2024-05-30,NEFT transfer 8899,94425.6,credit
2024-08-02,AWS invoice 3173,11287.0,debit
2025-09-27,GitHub subscription,623.32,debit
2024-05-18,Microsoft Azure 1535,5630.83,debit
2025-08-31,Office supplies,1461.21,debit
2024-09-08,Netflix subscription,794.91,debit
2025-03-31,Client payment 3900,194517.61,credit
2024-05-02,AWS invoice 9867,5427.72,debit
2025-09-15,Flight booking 6799,15015.37,debit
2025-08-08,ATM withdrawal 2474,5645.42,debit
2025-05-22,Jio recharge,233.24,debit
2025-08-11,NEFT transfer 3819,36334.8,credit
2025-12-14,Office supplies,2184.19,debit
2024-09-22,Cheque deposit 1387,34636.35,credit
2024-03-23,IMPS payment 9703,11024.7,debit
2025-10-06,BigBasket order,1113.63,debit
2024-08-20,Google Workspace,1623.71,debit
2024-08-05,Microsoft Azure 5526,16563.15,debit
2024-07-19,Zepto groceries,1826.48,debit
2025-08-14,AWS invoice 5331,12943.83,debit
2024-08-11,Myntra order #2044,682.57,debit
2024-04-19,UPI transfer #7929,48451.24,debit
2025-04-11,Electricity bill 4912,4478.41,debit
2025-04-21,Figma subscription,1728.23,debit
2025-08-18,Slack subscription,1016.08,debit
2024-04-29,Microsoft Azure 4610,4148.42,debit
2024-11-01,Ola cab 6080,336.35,debit
2025-03-01,Myntra order #7418,2705.7,debit
2024-05-28,Amazon purchase,4904.49,debit
2025-05-22,Medical reimbursement,3333.02,debit
2026-02-08,Hotel stay 8785,6789.59,debit
2024-03-30,Microsoft Azure 3663,11146.24,debit
2024-10-12,Zomato order #2067,645.83,debit
2026-04-30,Google Workspace,1401.26,debit
2024-05-08,Flipkart order #3005,430.7,debit
2024-07-18,Hotel stay 4750,14551.16,debit
2024-10-17,IMPS payment 6383,19788.35,debit
2025-10-24,Zepto groceries,1867.78,debit
2025-01-12,ATM withdrawal 2167,2326.24,debit
2026-02-28,UPI transfer #9386,30908.26,debit
2026-04-19,NEFT transfer 7954,49567.81,credit
2025-12-26,BigBasket order,2129.81,debit
2025-08-09,Spotify premium,195.24,debit
2024-04-02,Medical reimbursement,1780.22,debit
2024-09-18,Electricity bill 3759,3507.59,debit
2024-03-11,Amazon purchase,4760.22,debit
2026-01-27,Slack subscription,807.97,debit
2024-04-16,AWS invoice 7401,2320.53,debit
2024-01-21,Netflix subscription,518.27,debit
2026-03-07,Spotify premium,108.22,debit
2025-11-01,Netflix subscription,719.34,debit
2024-07-29,ATM withdrawal 4060,4664.21,debit
2024-04-22,Amazon purchase,4025.75,debit
2025-06-20,Myntra order #2609,2438.83,debit
2024-06-10,Uber ride 1660,207.77,debit
2025-11-02,Office supplies,1216.17,debit
2025-08-18,Razorpay settlement 6772,39050.55,credit
2025-03-10,Medical reimbursement,2468.13,debit
2025-03-21,AWS invoice 3291,11754.52,debit
2024-10-13,Client payment 3248,47307.47,credit
2025-08-28,Medical reimbursement,3665.54,debit
2025-07-30,Flight booking 1358,13973.11,debit
2024-06-16,Flipkart order #8617,2792.89,debit
2025-10-02,Razorpay settlement 6401,47654.5,credit
2025-03-19,Zoom subscription,1793.64,debit
2025-08-03,Office supplies,1077.28,debit
2024-11-16,Salary credit 9049,139267.18,credit
2026-04-01,Amazon purchase,4631.54,debit
2025-08-01,Team lunch 2939,3904.98,debit
2025-06-02,Uber ride 9031,223.32,debit
2024-09-06,Microsoft Azure 9327,12371.51,debit
2025-04-09,Myntra order #5356,2614.65,debit
2024-08-07,Zomato order #5656,236.49,debit
2025-11-28,Flipkart order #2661,731.78,debit
2024-11-26,Electricity bill 6634,3288.35,debit
2024-09-28,Swiggy order #5205,312.2,debit
2024-09-06,Jio recharge,216.28,debit
2026-01-09,Razorpay settlement 6216,48253.32,credit
2025-01-28,Spotify premium,141.81,debit
2025-02-12,Airtel broadband,1393.03,debit
2024-12-30,ATM withdrawal 8376,7517.45,debit
2025-08-08,Figma subscription,1405.56,debit
2024-09-13,Office supplies,1450.38,debit
2024-11-06,Microsoft Azure 4214,3364.54,debit
2024-11-24,Team lunch 2361,6268.45,debit
2024-11-10,Figma subscription,1347.42,debit
2025-11-06,ATM withdrawal 5528,9729.07,debit
2025-05-25,Swiggy order #5921,325.69,debit
2024-04-21,Microsoft Azure 4022,6886.97,debit
2024-12-18,Airtel broadband,1476.51,debit
2026-01-28,Google Workspace,503.85,debit
2025-04-24,Airtel broadband,567.72,debit
2024-04-28,Microsoft Azure 5341,16342.9,debit
2025-05-04,AWS invoice 2636,7744.67,debit
2024-02-07,Uber ride 3064,220.49,debit
2025-01-17,Medical reimbursement,2360.28,debit
2025-10-12,Microsoft Azure 3838,14788.36,debit
2025-05-16,Flight booking 4700,8472.49,debit
2024-03-09,Microsoft Azure 1651,6153.67,debit
2025-10-26,Zomato order #5480,282.58,debit
2025-05-23,GitHub subscription,1390.34,debit
2025-03-17,Zomato order #9427,260.8,debit
2026-04-09,GitHub subscription,433.38,debit
2025-01-14,Flight booking 3938,19456.98,debit
2025-06-19,Freelance payment 4365,46383.33,credit
2025-10-06,Uber ride 4156,193.15,debit
2024-09-03,Swiggy order #3900,678.86,debit
2024-01-31,Office supplies,557.6,debit
2025-11-06,Slack subscription,1631.92,debit
2024-05-01,Ola cab 6468,195.28,debit
2024-08-24,Amazon purchase,3561.56,debit
2025-10-06,Amazon purchase,3128.63,debit
2024-11-26,Zomato order #8392,642.1,debit
2025-04-14,Client payment 3563,37048.62,credit
2025-10-10,Team lunch 9583,4038.32,debit
2025-12-09,Myntra order #2506,1168.98,debit
2024-08-26,AWS invoice 1941,10574.41,debit
2024-10-25,Swiggy order #4977,402.07,debit
2026-03-22,Zoom subscription,1824.69,debit
2024-03-07,Team lunch 2970,4779.49,debit
2024-03-22,BigBasket order,2449.57,debit
2025-07-30,Salary credit 6753,111031.92,credit
2025-06-03,Office supplies,1913.76,debit
2026-04-29,Freelance payment 6047,19685.61,credit
2025-09-07,Google Workspace,1753.61,debit
2025-12-02,Swiggy order #8862,201.79,debit
2024-11-13,Zepto groceries,976.98,debit
2025-01-26,Team lunch 6146,2941.87,debit
2025-05-04,Google Workspace,1882.2,debit
2025-12-24,IMPS payment 3884,3769.2,debit
2024-07-16,Medical reimbursement,1778.84,debit
2024-03-16,Airtel broadband,1459.22,debit
2026-03-17,Team lunch 5708,7042.28,debit
2024-10-31,Airtel broadband,520.71,debit
2024-03-23,Refund credit 3615,2441.99,credit
2025-04-30,Slack subscription,1185.48,debit
2025-11-19,Zepto groceries,1826.15,debit
2025-05-18,Netflix subscription,705.46,debit
2024-06-25,Team lunch 7850,7443.69,debit
2025-10-05,Spotify premium,112.0,debit
2025-01-10,Zoom subscription,1822.61,debit
2026-02-28,Salary credit 1618,133511.98,credit
2026-03-15,Microsoft Azure 8023,13006.4,debit
2025-08-19,AWS invoice 1824,10346.95,debit
2025-11-06,Spotify premium,168.03,debit
2025-05-02,Team lunch 6424,5329.97,debit
2024-01-06,Zomato order #9834,949.0,debit
2024-07-08,AWS invoice 2742,11711.38,debit
2024-01-04,Freelance payment 2077,27450.34,credit
2024-02-19,AWS invoice 2158,5678.4,debit
2026-04-21,Airtel broadband,816.36,debit
2024-03-25,Ola cab 9071,334.78,debit
2024-05-28,Spotify premium,121.81,debit
2025-01-16,Hotel stay 3687,10545.13,debit
2024-07-10,Swiggy order #1908,263.31,debit
2024-03-27,Medical reimbursement,3220.28,debit
2025-08-04,Myntra order #4125,743.08,debit
2025-08-11,Zoom subscription,1125.33,debit
2024-07-13,Medical reimbursement,1027.92,debit
2025-07-15,Spotify premium,194.2,debit
2026-04-09,ATM withdrawal 3905,5271.1,debit
2024-12-11,IMPS payment 5710,6273.12,debit
2024-03-18,Myntra order #7637,2623.97,debit
2026-02-26,Razorpay settlement 6592,16039.22,credit
2025-11-26,Team lunch 6292,4955.49,debit
2025-08-31,Swiggy order #3226,573.36,debit
2025-06-15,Office supplies,1456.47,debit
2025-10-22,Freelance payment 6432,55272.05,credit
2025-11-04,Flipkart order #9020,2968.93,debit
2024-05-14,Electricity bill 2188,3582.0,debit
2025-11-08,Medical reimbursement,637.41,debit
2024-11-21,Flipkart order #7783,2962.9,debit
2025-08-03,Figma subscription,1980.09,debit
2025-05-15,Microsoft Azure 8099,10436.66,debit
2024-01-14,Flight booking 6426,12380.06,debit
2026-03-08,Google Workspace,989.2,debit
2025-09-18,Zoom subscription,1823.56,debit
2025-02-23,Figma subscription,820.61,debit
2026-04-17,Zoom subscription,1114.18,debit
2024-10-27,Client payment 5843,38467.62,credit
2024-04-08,Flight booking 8811,5347.74,debit
2025-09-10,Zepto groceries,661.48,debit
2026-03-22,Ola cab 1060,210.04,debit
2025-01-18,Office supplies,942.32,debit
2025-11-11,Slack subscription,1418.85,debit
2024-12-26,Salary credit 6511,108396.22,credit
2025-05-31,Office supplies,1621.45,debit
2024-08-15,Spotify premium,185.57,debit
2024-10-09,Electricity bill 9258,4814.43,debit
2026-01-30,Slack subscription,574.99,debit
2024-03-21,Figma subscription,1536.4,debit
2024-12-14,Netflix subscription,794.39,debit
2024-03-26,Zomato order #8454,901.4,debit
2026-02-14,Amazon purchase,1089.84,debit
2024-04-14,Myntra order #7912,2351.67,debit
2024-04-03,Microsoft Azure 1983,13516.96,debit
2024-04-18,Amazon purchase,2412.96,debit
2025-07-05,Slack subscription,693.15,debit
2026-03-17,Airtel broadband,603.62,debit
2024-05-22,AWS invoice 3672,11875.73,debit
2025-06-19,Cheque deposit 7445,54116.19,credit
2024-08-26,Uber ride 6977,239.65,debit
2024-12-22,Microsoft Azure 8240,14747.86,debit
2025-01-05,ATM withdrawal 1246,6752.01,debit
2024-05-29,Jio recharge,487.05,debit
2024-02-23,Spotify premium,105.85,debit
2025-10-06,Myntra order #9864,610.43,debit
2024-02-16,Freelance payment 1931,71127.91,credit
2026-04-02,Cheque deposit 7250,25742.49,credit
2025-08-20,Microsoft Azure 2792,11301.22,debit
2024-07-02,Myntra order #1143,1834.14,debit
2025-03-22,Microsoft Azure 2148,17348.84,debit
2026-02-12,Google Workspace,954.29,debit
2024-08-04,AWS invoice 9273,6322.73,debit
2025-10-21,Ola cab 5956,381.63,debit
2025-06-13,Jio recharge,435.13,debit
2025-02-12,Razorpay settlement 7365,5923.04,credit
2024-03-17,Netflix subscription,733.56,debit
2025-02-25,Microsoft Azure 7275,11143.53,debit
2025-12-31,Office supplies,1982.22,debit
2024-07-01,Ola cab 4648,205.78,debit
2025-08-29,Microsoft Azure 3547,7404.04,debit
2026-01-23,UPI transfer #1121,29739.69,debit
2025-10-14,UPI transfer #8091,17145.78,debit
2024-10-26,Office supplies,1143.26,debit
2024-10-12,Flight booking 1364,16231.03,debit
2026-04-08,Client payment 9297,94894.96,credit
2025-02-28,Jio recharge,430.27,debit
2025-03-27,Medical reimbursement,3073.6,debit
2025-08-04,Razorpay settlement 3579,8823.07,credit
2025-01-08,Interest credit,1004.92,credit
2026-01-14,BigBasket order,2537.59,debit
2024-04-25,Uber ride 9793,275.06,debit
2024-02-21,Zomato order #8710,595.92,debit
2025-05-14,AWS invoice 9644,6425.85,debit
2024-10-02,Hotel stay 7392,10626.41,debit
2026-01-18,Myntra order #6678,1166.0,debit
2025-07-16,Myntra order #5895,805.35,debit
2025-09-04,Hotel stay 6573,7260.28,debit
2025-08-08,Figma subscription,1988.32,debit
2025-11-30,Myntra order #4965,1747.5,debit
2026-01-17,Uber ride 4726,298.7,debit
2025-08-04,Electricity bill 3553,1689.36,debit
2025-12-02,AWS invoice 2405,4027.89,debit
2024-08-23,UPI transfer #6437,18014.73,debit
2025-07-17,Microsoft Azure 9005,19038.9,debit
2025-11-19,BigBasket order,2180.85,debit
2024-09-14,Salary credit 6605,123541.58,credit
2026-01-18,Uber ride 7183,144.38,debit
2025-10-31,Netflix subscription,707.83,debit
2026-03-06,Interest credit,1907.93,credit
2025-08-27,Client payment 8044,159062.76,credit
2026-02-28,GitHub subscription,435.62,debit
2025-10-24,Myntra order #5712,1472.22,debit
2024-04-02,Google Workspace,1990.53,debit
2025-02-25,Zoom subscription,1092.25,debit
2025-10-28,ATM withdrawal 5208,1132.57,debit
2024-09-24,Zepto groceries,1707.2,debit
2024-07-24,AWS invoice 4830,8764.08,debit
2024-11-02,Freelance payment 8484,77342.04,credit
2025-08-02,Figma subscription,864.24,debit
2025-02-07,AWS invoice 2761,3146.69,debit
2025-03-16,Freelance payment 4191,60398.7,credit
2025-09-30,Salary credit 2161,109030.09,credit
2025-07-27,Refund credit 2737,4415.87,credit
2024-09-08,Freelance payment 1988,34726.09,credit
2025-11-11,Client payment 9235,97758.78,credit
2024-01-06,Myntra order #3907,2063.95,debit
2025-11-28,Electricity bill 6139,3214.44,debit
2025-04-22,Airtel broadband,639.64,debit
2024-11-06,Amazon purchase,300.43,debit
2025-01-01,Jio recharge,286.67,debit
2025-07-22,Team lunch 2661,3923.37,debit
2025-12-25,Office supplies,2801.49,debit
2025-03-29,Hotel stay 6565,9321.19,debit
2024-11-26,Amazon purchase,2837.93,debit
2025-03-15,Office supplies,1111.37,debit
2025-08-02,Electricity bill 5182,1776.91,debit
2025-05-14,Microsoft Azure 2037,18089.1,debit
2025-02-17,Razorpay settlement 3292,48590.6,credit
2025-11-10,Freelance payment 5653,13043.74,credit
2025-01-15,Swiggy order #5356,481.63,debit
2025-08-10,Salary credit 9221,76591.82,credit
2024-10-23,AWS invoice 1303,5926.54,debit
2024-05-10,IMPS payment 7999,19675.46,debit
2026-03-13,Uber ride 7667,240.62,debit
2024-04-17,ATM withdrawal 7356,8026.07,debit
2026-02-14,Zepto groceries,1491.92,debit
2024-09-10,Netflix subscription,673.5,debit
2024-12-10,Freelance payment 5911,67980.26,credit
2024-03-26,Swiggy order #2431,702.14,debit
2024-03-24,Netflix subscription,505.81,debit
2024-08-19,Freelance payment 2975,57598.79,credit
2026-04-27,Cheque deposit 6883,95061.77,credit
2025-11-24,NEFT transfer 7294,89481.97,credit
2025-05-01,Flight booking 2293,17988.12,debit
2026-02-01,Razorpay settlement 9250,19420.87,credit
2025-12-16,Netflix subscription,777.46,debit
2025-11-30,Uber ride 6697,447.31,debit
2026-04-22,AWS invoice 6238,3922.42,debit
2026-01-08,Client payment 5137,27886.0,credit
2024-05-22,IMPS payment 2644,14451.95,debit
2024-08-26,NEFT transfer 2392,86373.29,credit
2025-05-26,GitHub subscription,767.14,debit
2025-07-09,Hotel stay 9521,6174.85,debit
2026-02-04,Flight booking 1209,7860.78,debit
2025-02-12,Zoom subscription,1807.57,debit
2024-01-10,BigBasket order,1577.01,debit
2025-04-12,Slack subscription,1899.22,debit
2025-04-12,Client payment 5979,86405.48,credit
2026-02-05,Flight booking 9977,13463.75,debit
2025-05-18,Uber ride 9061,336.33,debit
2025-09-12,Medical reimbursement,2735.27,debit
2025-05-14,Freelance payment 2895,23015.62,credit
2025-12-23,AWS invoice 9898,14973.94,debit
2024-09-05,Zepto groceries,692.51,debit
2024-08-16,Flipkart order #2129,3929.37,debit
2025-02-23,Jio recharge,429.0,debit
2025-10-14,Spotify premium,117.44,debit
2026-03-25,BigBasket order,2128.84,debit
2026-04-04,Google Workspace,1109.14,debit
2024-09-12,Electricity bill 7199,3859.75,debit
2024-01-05,Microsoft Azure 8091,15515.64,debit
2025-07-26,Freelance payment 9172,64517.73,credit
2024-12-17,Razorpay settlement 3784,44888.4,credit
2025-05-15,Ola cab 6191,273.55,debit
2025-07-17,Netflix subscription,782.69,debit
2026-01-27,Hotel stay 9426,11164.39,debit
2024-07-27,Salary credit 3984,113300.51,credit
2024-11-19,Razorpay settlement 5602,8029.95,credit
2025-07-11,Swiggy order #6874,325.86,debit
2024-04-21,ATM withdrawal 9360,4715.03,debit
2024-10-20,BigBasket order,1837.75,debit
2025-03-27,Client payment 3430,161951.56,credit
2025-05-01,Interest credit,1786.92,credit
2026-04-21,Office supplies,2057.96,debit
2024-10-28,Refund credit 2428,283.5,credit
2024-09-14,Zoom subscription,1796.88,debit
2024-12-02,Office supplies,2785.05,debit
2024-08-23,IMPS payment 5564,15751.38,debit
2025-04-01,Flight booking 4163,6730.08,debit
2025-04-30,Flipkart order #5237,2295.07,debit
2025-03-09,Team lunch 3143,2264.52,debit
2024-03-11,Slack subscription,784.03,debit
2025-02-07,Office supplies,679.14,debit
2025-03-09,Interest credit,343.41,credit
2026-01-29,Slack subscription,1482.73,debit
2025-02-14,Freelance payment 1599,74482.97,credit
2025-08-02,Slack subscription,1020.81,debit
2025-11-05,NEFT transfer 7362,46928.28,credit
2024-12-14,Client payment 5750,171412.69,credit
2024-10-03,AWS invoice 6496,3357.2,debit
2025-04-21,Bank charges 9200,413.75,debit
2024-10-17,AWS invoice 5469,12854.4,debit
2026-01-10,Salary credit 9039,71418.91,credit
2025-12-17,BigBasket order,1291.22,debit
2024-01-07,Swiggy order #5501,508.57,debit
2024-02-19,Ola cab 4733,270.58,debit
2024-09-12,Cheque deposit 8119,70008.21,credit
2024-10-03,Medical reimbursement,1501.49,debit
2024-07-09,Office supplies,2076.72,debit
2025-08-12,Zepto groceries,488.41,debit
2024-06-14,Microsoft Azure 1511,17929.18,debit
2025-08-24,AWS invoice 7525,11779.31,debit
2025-12-02,Netflix subscription,706.5,debit
2025-12-28,GitHub subscription,1096.05,debit
2026-04-23,Ola cab 4587,257.6,debit
2025-07-25,BigBasket order,2894.04,debit
2025-10-08,Zepto groceries,855.28,debit
2025-04-02,Flight booking 4869,16733.29,debit
2025-03-24,Zomato order #2636,235.06,debit
2026-03-10,Spotify premium,177.63,debit
2025-10-04,Amazon purchase,4022.77,debit
2024-02-06,Ola cab 8069,242.43,debit
2024-02-09,Ola cab 7759,88.53,debit
2024-11-18,Office supplies,2745.3,debit
2024-04-28,Myntra order #1158,2628.11,debit
2025-12-18,Zepto groceries,392.13,debit
2025-07-17,Client payment 8598,151459.4,credit
2025-09-12,Netflix subscription,777.86,debit
2025-08-08,Razorpay settlement 8552,47053.59,credit
2025-06-25,Hotel stay 3418,12356.22,debit
2024-04-24,Figma subscription,1452.8,debit
2024-07-26,Team lunch 4129,5326.85,debit
2024-07-18,Slack subscription,1232.55,debit
2025-02-20,Slack subscription,641.49,debit
2025-03-12,Airtel broadband,522.38,debit
2024-01-29,Myntra order #4826,2975.28,debit
2026-02-28,Razorpay settlement 6150,41337.68,credit
2026-01-04,Zoom subscription,1721.56,debit
2024-07-06,Client payment 2573,160833.03,credit
2025-12-17,Freelance payment 1372,14675.59,credit
2024-10-16,Razorpay settlement 7400,27509.72,credit
2025-12-06,Swiggy order #7388,433.34,debit
2024-01-12,Amazon purchase,3347.43,debit
